Age,GENDER,MARITAL STATUS,NO. OF MEMBERS IN YOUR FAMILY ?,ARE YOU THE PRIMARY EARNER OF YOUR FAMILY ?,Relation with primary earner ?,WHAT IS YOUR HIGHEST EDUCATIONAL QUALIFICATION?,SKILL 1,RATING OF SKILL SET 1 (out of  10),HOW MANY YEARS HAVE YOU BEEN ASSOCIATED WITH SKILL 1 ?,SKILL 2,RATING OF SKILL SET 2 (out of  10),HOW MANY YEARS HAVE YOU BEEN ASSOCIATED WITH SKILL 2 ?,SKILL 3,RATING OF SKILL SET 3 (out of  10),HOW MANY YEARS HAVE YOU BEEN ASSOCIATED WITH SKILL 3 ?,DO YOU HAVE ANY CERTIFICATION OF THE ABOVE-MENTIONED SKILL SET?,"OWNERSHIP ( includes Land,machine)",MONTHLY FAMILY INCOME,MONTHLY FAMILY EXPENDITURE,target
35,M,N,4,N,Father,HS,Agriculture,9,15,Beetlenut Plantation,8,18,Bamboo plantation,9,6,No,"Land,machine",125000,18000,0
36,M,Y,5,Y,None,Class VII,Agriculture,9,13,Business,6,15,Agriculture,9,5,No,Land,10000,10000,1
45,M,Y,5,Y,Father,HS,Agriculture,9,11,No skill,0,0,No skill,0,0,No,Land,10000,6000,1
50,F,Y,8,Y,Son,MSc,Agriculture,9,12,Beetlenut Plantation,7,12,Business,9,10,No,"Land,vehicle",35000,11000,1
32,M,Y,3,Y,None,Class VIII,Agriculture,0,7,Fishery,8,6,Fishery,7,1.5,No,Land,11000,35000,0
50,F,Y,7,Y,Wife,HSLC,Agriculture,9,7,Beetlenut Plantation,9,8,No skill,0,0,No,Land,12000,8000,1
70,M,N,3,Y,Son,HS,Agriculture,9,15,Business,9,18,Fishery,4,7,No,Land,9000,28000,1
50,M,Y,3,N,None,Class VI,Agriculture,9,32,Business,9,14,Fishery,9,2,No,Land,12000,7000,1
31,M,Y,3,N,None,HS,Agriculture,5,8,Pig Farming,9,12,Agriculture,8,6,No,Land,25000,10000,0
37,M,Y,3,Y,None,HS,Agriculture,7,8,Business,9,15,Beetlenut Plantation,9,6,Yes,Land,45000,9000,1
40,M,N,3,Y,Father,HS,Agriculture,9,32,Bamboo plantation,9,6,Pig Farming,8,1.5,No,Land,11000,30000,1
40,M,Y,8,Y,None,Class VII,Agriculture,9,5,Pig Farming,8,6,Referee trainee for football,4,7,No,No ownership,18000,9000,0
67,F,N,5,Y,None,Class IX,Agriculture,9,11,Beetlenut Plantation,8,3,Business,4,14,No,Land,18000,8000,1
54,M,Y,5,Y,None,HS,Agriculture,8,15,Vegetable Vendor,9,8,No skill,0,0,No,Land,13000,15000,1
31,M,Y,7,N,Brother,HSLC,Agriculture,8,15,Beetlenut Plantation,9,7,Agriculture,8,20,No,Land,10000,7000,0
40,F,Y,3,Y,None,MCA,Agriculture,7,12,Beetlenut Plantation,9,9,Chicken Farming,6,25,No,Land,10000,9000,1
30,F,Y,4,Y,Husband,HS,Agriculture,9,12,Beetlenut Plantation,9,15,No skill,0,0,No,Land,14000,8000,1
39,M,Y,4,N,Mother ,HS,Agriculture,9,25,Beetlenut Plantation,9,18,No skill,0,0,No,Land,13000,7000,1
37,M,Y,4,Y,None,Class III,Business,9,2,Business,9,8,No skill,0,0,No,Land,28000,8000,0
29,M,Y,4,Y,Father ,HS,Agriculture,8,5,No skill,0,0,Chicken Farming,9,5,No,Land,16000,11000,0
29,F,Y,3,Y,None,Class VIII,Agriculture,8,4,Business,9,5,Business,4,1.5,No,Land,15000,8000,0
28,F,Y,4,Y,None,HS,Agriculture,9,25,Fishery,8,7,No skill,0,0,No,Land,12000,8000,1
54,M,Y,5,N,Father,HSLC,Agriculture,9,20,Business,6,25,Beetlenut Plantation,4,2,No,Land,11000,9000,0
40,F,Y,4,N,None,Class VII,Agriculture,9,20,No skill,0,0,No skill,0,0,No,Land,40000,30000,0
24,M,N,4,N,Husband,HS,Agriculture,9,10,Rubber Plantation,9,12,Horticulture,9,7,No,No ownership,40000,7000,1
28,F,Y,4,N,Son,HSLC,Agriculture,9,15,Beetlenut Plantation,8,4,Bamboo plantation,7,5,No,Land,15000,6000,0
28,M,Y,5,N,Husband ,BSc,Agriculture,8,12,Fishery,8,5,Fishery,9,1.5,No,"Land,machine",16000,18000,0
54,M,Y,7,Y,None,HSLC,Agriculture,9,30,Dairy Farm,7,18,No skill,0,0,No,Land,15000,18000,1
49,M,Y,3,Y,Son,HS,Agriculture,9,15,No skill,0,0,Beetlenut Plantation,9,3,Yes,Land,15000,35000,1
45,M,Y,5,N,Husband,HSLC,Agriculture,9,18,Fishery,8,6,Fishery,8,2,No,Land,15000,7000,0
44,M,Y,9,Y,None,Class V,Agriculture,9,9,Bamboo plantation,9,9,No skill,0,0,No,No ownership,65000,7000,1
36,M,Y,4,N,None,Class VII,Business,9,12,Beetlenut Plantation,8,8,Referee trainee for football,9,1.5,No,Land,15000,8000,0
29,M,Y,6,N,None,HS,Agriculture,9,20,Dairy Farm,9,15,Fishery,8,14,No,Land,14000,8000,1
67,M,Y,6,Y,Son,Class VII,Agriculture,9,12,Pig Farming,5,10,No skill,0,0,No,Land,16000,10000,1
42,M,Y,4,Y,None,MCA,Agriculture,9,11,Business,8,18,Pig Farming,8,1.5,No,Land,16000,8000,1
38,M,Y,3,N,Father,BA,Agriculture,9,20,Vegetable Vendor,8,3,No skill,0,0,No,Land,18000,8000,0
29,M,Y,4,N,None,MSc,Agriculture,9,32,Rice Mill,9,15,Handicraft,4,3,No,Land,12000,6000,1
70,M,Y,3,Y,None,HS,Agriculture,9,7,No skill,0,0,No skill,0,0,No,Land,21000,28000,0
30,M,Y,7,N,None,Class VII,Agriculture,9,12,Beetlenut Plantation,9,7,No skill,0,0,No,Land,11000,8000,0
40,M,Y,4,Y,None,HS,Agriculture,9,20,Sericulture,8,25,No skill,0,0,No,Land,14000,30000,1
52,M,Y,4,N,None,BA ,Agriculture,9,32,Bamboo plantation,7,12,No skill,0,0,No,"Land,pond",13000,8000,0
30,F,Y,4,Y,None,HSLC,Agriculture,9,9,Beetlenut Plantation,8,15,No skill,0,0,No,Land,16000,12000,1
50,M,Y,5,N,Father,HS,Agriculture,9,28,Beetlenut Plantation,9,8,Fishery,8,1.5,No,Land,10000,5000,0
40,M,Y,5,Y,None,BA,Agriculture,7,20,Folding Hotel ,9,9,No skill,0,0,Yes,"Land,pond",11000,6000,1
37,M,Y,6,Y,None,HSLC,Agriculture,9,1,Dairy Farm,8,8,No skill,0,0,No,"Land,machine",11000,7000,0
38,M,Y,6,Y,None,BSc,Agriculture,9,8,Rubber Plantation,9,7,No skill,0,0,Yes,Land,125000,9000,1
48,M,Y,4,Y,None,HSLC,Pig Farming,7,8,Bamboo plantation,9,8,Pig Farming,9,1.5,No,Land,19000,11000,1
68,M,Y,7,Y,None,Class VII,Sericulture,9,3,Dairy Farm,8,8,No skill,0,0,No,Land,18000,8000,0
29,M,Y,4,N,None,Class VII,Agriculture,9,15,Agriculture,7,6,Business,9,8,No,Land,18000,9000,0
40,M,Y,3,N,None,HSLC,Agriculture,9,15,Business,8,18,No skill,0,0,No,No ownership,19000,13000,0
30,M,N,3,Y,None,PhD,Pig Farming,9,4,Beetlenut Plantation,8,8,No skill,0,0,No,Land,15000,11000,0
40,F,Y,3,Y,None,MSc,Agriculture,9,18,Chicken farming,6,12,Mushroom cultivation ,4,8,No,No ownership,10000,8000,1
40,M,Y,3,Y,None,BSc,Strawberry Cultivation,9,11,Beetlenut Plantation,7,8,No skill,0,0,Yes,Land,10000,10000,1
28,F,N,4,Y,None,MSc,Folding hotel ,9,12,Handicraft,6,12,Handicraft,4,19,No,No ownership,12000,6000,1
28,M,Y,5,Y,None,BA,Medical plant research,9,9,Medical Plant,8,15,No skill,0,0,No,Land,18000,10000,1
38,M,Y,5,Y,None,HS,Fishery,8,5,Business,9,6,No skill,0,0,Yes,Land,16000,9000,0
23,F,Y,5,Y,None,Class VIII,Agriculture,9,7,Bamboo plantation,9,3,No skill,0,0,No,Land,18000,7000,0
40,M,Y,4,Y,None,HSLC,Agriculture,9,12,Business,6,8,Horticulture,9,7,No,Land,19000,12000,1
52,F,Y,4,N,None,Class v,Agriculture,9,20,Bamboo plantation,9,7,No skill,0,0,Yes,No ownership,15000,20000,0
45,M,Y,7,N,None,MSc,Agriculture,9,28,Business,9,6,Horticulture,9,9,No,Land,10000,30000,0
40,M,Y,3,Y,Son,Class VIII,Agriculture,9,8,Beetlenut Plantation,8,25,Chicken Farming,4,20,No,"Land,pond ",26000,8000,1
49,F,Y,4,Y,None,MSc,Agriculture,8,11,Business,9,12,Agriculture,6,5,No,Land,12000,8000,1
27,M,Y,6,N,None,BA,Agriculture,9,12,Business,9,8,Beetlenut Plantation,9,10,No,Land,11000,11000,0
48,M,Y,5,N,Father,HSLC,Agriculture,9,3,Bamboo plantation,9,10,No skill,0,0,No,No ownership,12000,8000,0
40,F,N,4,Y,Son,Class VII,Agriculture,9,18,Fishery,6,8,Fishery,9,1.5,Yes,Land,28000,6000,1
28,M,Y,5,Y,None,HS,Agriculture,9,15,Beetlenut Plantation,9,6,Fishery,4,35,No,No ownership,10000,18000,1
67,M,N,6,Y,None,BA,Medical plant research,9,11,Bamboo plantation,9,9,No skill,0,0,No,"Land,pond",15000,9000,1
28,M,Y,4,N,None,Class V,Agriculture,0,18,Beetlenut Plantation,9,8,Contractor,4,1.5,No,Land,11000,20000,0
68,F,Y,4,Y,None,MCA,Business,9,25,Vegetable Vendor,8,8,No skill,0,0,No,Land,10000,7000,1
48,M,Y,4,Y,None,HS,Agriculture,8,25,Fishery,9,30,No skill,0,0,Yes,"Land,pond",30000,8000,1
31,M,Y,4,N,None,HS,Agriculture,7,7,Vegetable Vendor,9,8,No skill,0,0,No,Land,55000,8000,0
41,M,Y,3,N,None,HSLC,Agriculture,9,12,Business,6,3,No skill,0,0,No,Land,11000,8000,0
44,M,Y,4,N,Son,Class III,Agriculture,7,25,Vegetable Vendor,8,3,Handicraft,9,1.5,No,"Land,pond",11000,25000,0
27,M,Y,3,Y,None,Class V,Agriculture,9,12,Bamboo plantation,9,8,Handicraft,8,3,No,Land,15000,8000,1
39,M,Y,4,Y,None,Class VII,Agriculture,8,20,Handicraft,6,9,No skill,0,0,No,Land,20000,8000,1
29,F,Y,4,N,None,Class VIII,Agriculture,9,30,Business,8,8,Business,4,5,No,Land,19000,11000,0
31,M,Y,3,Y,None,HSLC,Agriculture,8,20,Bamboo plantation,9,7,No skill,0,0,No,Land,14000,20000,1
38,F,Y,5,Y,None,HSLC,Agriculture,9,10,Business,8,8,No skill,0,0,No,"Land,pond",16000,6000,1
30,M,Y,3,N,None,HS,Agriculture,9,11,Bamboo plantation,8,4,Fishery,9,3,No,Land,11000,9000,0
54,M,Y,2,Y,None,HSLC,Agriculture,9,32,Beetlenut Plantation,8,8,No skill,0,0,No,Land,15000,6000,1
29,F,Y,7,Y,None,HSLC,Beetlenut Plantation,9,15,small Business,7,5,No skill,0,0,No,Land,45000,10000,1
41,F,Y,6,Y,None,BA,Agriculture,9,9,Bamboo plantation,8,12,No skill,0,0,Yes,Land,14000,9000,1
40,M,Y,4,N,None,HSLC,Agriculture,9,20,Beetlenut Plantation,9,18,No skill,0,0,No,Land,21000,6000,1
49,F,Y,7,N,None,HS,Agriculture,7,15,Bamboo plantation,9,7,No skill,0,0,No,Land,20000,9000,0
32,M,N,5,Y,None,Class IX,Agriculture,9,38,Beetlenut Plantation,9,4,Bamboo plantation,4,25,No,Land,11000,5000,1
50,F,Y,4,Y,None,HSLC,Agriculture,9,15,Bamboo plantation,9,10,Fishery,6,8,No,Land,15000,30000,1
39,M,Y,5,N,None,HSLC,Handicraft,9,3,Beetlenut Plantation,8,3,Beetlenut Plantation,7,14,No,"Land,pond",10000,8000,0
43,M,Y,3,Y,None,HSLC,Agriculture,9,30,No skill,0,0,Beetlenut Plantation,9,1.5,No,Land,15000,8000,1
27,F,Y,4,Y,None,HS,Agriculture,9,30,Medical Plant,7,12,Contractor,6,9,No,Land,10000,10000,1
72,F,Y,4,Y,None,HSLC,Agriculture,7,2,Business,7,12,Business,9,2,No,Land,26000,8000,0
52,F,Y,3,N,Husband,HSLC,Agriculture,7,18,Agriculture,9,12,Chicken Farming,4,1,No,Land,20000,15000,0
43,M,Y,4,N,Husband,BA,Pig Farming,9,15,Fishery,9,6,No skill,0,0,No,"Land,pond, machines",16000,30000,0
26,F,Y,3,Y,None,HS,Agriculture,9,15,Dairy Farm,8,8,No skill,0,0,No,Land,65000,6000,1
53,M,Y,5,N,None,Class VII,Agriculture,9,15,Business,9,12,Pig Farming,6,1.5,No,Land,14000,6000,1
28,M,Y,4,Y,None,HSLC,Agriculture,9,15,Handicraft,6,7,No skill,0,0,No,Land,14000,8000,1
68,M,Y,3,N,None,HSLC,Agriculture,9,8,Vegetable Vendor,9,9,No skill,0,0,No,Land,11000,6000,0
33,F,Y,4,Y,Father,HS,Agriculture,0,12,Beetlenut Plantation,9,16,Agriculture,8,5,No,Land,45000,11000,0
29,M,Y,4,Y,None,HSLC,Agriculture,9,38,Bamboo plantation,9,25,No skill,0,0,No,Land,14000,8000,1
66,F,Y,4,N,None,HS,Agriculture,9,12,Beetlenut Plantation,8,9,No skill,0,0,Yes,Land,14000,18000,0
47,F,Y,3,Y,None,BA,Beetlenut Plantation,9,12,Business,6,8,Beetlenut Plantation,8,6,No,No ownership,10000,6000,1
35,M,Y,4,Y,Wife,Class VI,Agriculture,9,7,Bamboo plantation,8,4,No skill,0,0,No,Land,19000,8000,1
29,M,Y,3,Y,Son,HS,Agriculture,9,3,Fishery,6,9,No skill,0,0,No,Land,15000,28000,0
68,M,Y,3,Y,None,HSLC,Agriculture,9,30,No skill,0,0,No skill,0,0,No,Land,16000,30000,1
28,M,Y,4,Y,None,HSLC,Agriculture,9,20,Pig Farming,9,8,No skill,0,0,No,Land,11000,6000,1
27,M,Y,3,Y,None,BA ,Agriculture,7,5,E-Rickshaw,9,12,Fishery,7,19,No,Land,15000,12000,0
29,M,Y,7,Y,None,Class V,Agriculture,8,8,Beetlenut Plantation,8,15,No skill,0,0,No,No ownership,36000,11000,1
48,F,N,5,N,None,BA ,Agriculture,9,7,Business,9,14,No skill,0,0,No,Land,11000,5000,0
44,M,Y,10,Y,None,HS,Agriculture,9,13,Beetlenut Plantation,9,4,Agriculture,4,1.5,No,Land,30000,8000,1
38,M,Y,3,Y,Son,HSLC,Agriculture,9,5,Beetlenut Plantation,8,6,No skill,0,0,Yes,Land,15000,8000,0
47,F,Y,3,Y,None,HS,Pig Farming,8,38,Chicken farming,9,6,No skill,0,0,No,Land,18000,4000,1
48,F,Y,4,Y,None,Class IX,Tea Plantation ,9,2,Handicraft,7,2,Fishery,4,10,No,Land,30000,8000,0
44,M,Y,5,Y,None,Class VII,Pig Farming,9,15,Fishery,9,9,Fishery,4,1.5,No,Land,10000,12000,1
68,M,Y,4,Y,None,Class IX,Agriculture,9,38,Medical Plant,9,20,Fishery,9,5,No,No ownership,11000,8000,1
23,F,Y,4,Y,None,HSLC,Agriculture,7,12,Vegetable Vendor,8,4,No skill,0,0,No,"Land,pond",15000,8000,1
40,M,Y,3,Y,Mother ,HSLC,Agriculture,9,11,Business,9,12,No skill,0,0,No,Land,12000,20000,1
42,M,Y,4,Y,None,HS,Agriculture,9,3,Handicraft,8,15,No skill,0,0,No,Land,42000,7000,0
36,M,N,3,Y,None,HSLC,Agriculture,9,15,Beetlenut Plantation,6,8,Beetlenut Plantation,6,1.5,No,Land,15000,8000,1
29,M,Y,4,Y,Father,HSLC,Beetlenut Plantation,9,3,Beetlenut Plantation,8,7,Horticulture,8,1.5,No,Land,14000,7000,0
27,M,Y,7,Y,None,BA,Agriculture,9,18,Bamboo plantation,9,4,No skill,0,0,No,Land,18000,9000,1
44,F,Y,3,Y,None,HSLC,Pig Farming,9,20,Beetlenut Plantation,9,25,No skill,0,0,No,Land,11000,8000,1
67,M,Y,4,N,None,HS,Agriculture,9,12,Beetlenut Plantation,8,8,Bamboo plantation,8,5,No,Land,11000,6000,0
38,M,Y,6,Y,None,HSLC,Pig Farming,9,21,Business,6,2,No skill,0,0,No,Land,15000,9000,1
66,M,Y,3,Y,None,Class IX,Agriculture,9,14,Rubber Plantation,7,7,No skill,0,0,No,Land,36000,6000,1
37,M,Y,4,Y,None,HSLC,Agriculture,9,15,Bamboo plantation,9,12,No skill,0,0,No,Land,11000,11000,1
70,M,Y,4,Y,None,HS,Agriculture,8,7,Bamboo plantation,9,5,No skill,0,0,No,Land,10000,7000,1
67,F,Y,4,Y,None,HS,Agriculture,9,13,Vegetable Vendor,9,18,Business,8,6,No,Land,28000,9000,1
35,M,Y,4,Y,None,HS,Agriculture,7,15,Bamboo plantation,6,8,Beetlenut Plantation,6,1.5,No,Land,18000,30000,1
38,F,Y,3,Y,Wife,HS,Agriculture,9,15,Beetlenut Plantation,8,6,Handicraft,9,7,No,Land,12000,8000,1
30,M,Y,6,Y,None,HSLC,Agriculture,9,7,Beetlenut Plantation,8,12,No skill,0,0,No,Land,11000,13000,1
33,F,Y,3,Y,None,HSLC,Agriculture,9,14,Pig Farming,8,8,Contractor,4,15,No,Land,15000,6000,1
47,M,N,4,Y,None,HSLC,Folding hotel ,9,11,Business,8,5,Fishery,9,6,No,Land,12000,8000,1
58,F,Y,5,N,Father,Class III,Agriculture,8,15,Business,9,5,No skill,0,0,No,Land,14000,7000,0
29,F,Y,4,Y,None,Class IV,Agriculture,9,15,Beetlenut Plantation,9,3,No skill,0,0,Yes,Land,35000,10000,1
54,F,N,4,Y,None,HSLC,Agriculture,9,38,Business,8,8,No skill,0,0,Yes,Land,11000,32000,1
30,M,Y,3,Y,None,Class VIII,Agriculture,9,4,Business,8,18,Agriculture,7,1.5,No,Land,16000,6000,0
37,M,N,4,N,None,Class IV,Business,9,2,Beetlenut Plantation,9,25,No skill,0,0,No,Land,11000,8000,0
29,M,N,4,Y,Father,HSLC,Agriculture,8,7,Beetlenut Plantation,9,12,No skill,0,0,No,No ownership,42000,20000,1
42,F,Y,4,Y,Husband,Class VI,Pig Farming,9,10,Handicraft,8,8,Pig Farming,4,1.5,Yes,Land,12000,32000,1
62,F,Y,4,N,None,HSLC,Driver,8,13,Beetlenut Plantation,9,9,Fishery,4,1.5,No,Land,16000,7000,0
35,M,Y,3,Y,Son,PhD,Agriculture,9,20,Bamboo plantation,7,19,Beetlenut Plantation,4,7,No,"Land,machine",28000,22000,1
48,M,Y,5,Y,None,Class VII,Tea Plantation ,9,2,Pig Farming,8,12,Fishery,9,6,Yes,Land,8000,8000,0
43,M,Y,7,Y,None,MCA,Folding hotel ,9,4,Agriculture,9,6,Agriculture,4,5,No,No ownership,13000,9000,0
27,M,Y,9,N,None,BA,Agriculture,9,38,Beetlenut Plantation,8,8,Business,9,14,No,Land,13000,6000,0
46,M,N,2,N,None,HSLC,Agriculture,9,2,Chicken farming,7,12,Fishery,4,25,No,"Land,pond",10000,6000,0
43,F,Y,4,Y,Husband,BA,Agriculture,9,15,Fishery,7,8,No skill,0,0,No,"Land,pond, machines",40000,6000,1
41,F,Y,5,Y,None,HSLC,Agriculture,9,30,Pig Farming,8,8,No skill,0,0,No,Land,56000,8000,1
41,M,N,3,N,None,Class III,Agriculture,7,12,Agriculture,8,19,Agriculture,4,2,No,Land,55000,6000,0
36,M,Y,4,Y,None,HS,Agriculture,9,9,Fishery,8,9,No skill,0,0,Yes,Land,16000,26000,1
61,M,Y,3,Y,Brother,HS,Agriculture,9,1,Bamboo plantation,9,14,Beetlenut Plantation,4,1.5,No,Land,16000,6000,0
43,F,N,3,Y,None,MCA,Agriculture,8,18,Business,9,10,Agriculture,7,9,No,No ownership,15000,10000,1
42,F,N,5,Y,Husband,Class V,Agriculture,9,15,Beetlenut Plantation,8,3,Business,9,1.5,No,Land,12000,7000,1
50,M,N,5,N,None,HSLC,Strawberry Cultivation,9,5,Beetlenut Plantation,8,12,No skill,0,0,No,Land,16000,9000,0
67,M,Y,3,Y,None,HSLC,Agriculture,9,18,Business,9,18,No skill,0,0,No,Land,12000,7000,1
40,M,Y,5,Y,None,Class VI,Business,9,4,Beetlenut Plantation,9,15,No skill,0,0,No,Land,16000,7000,0
61,M,Y,2,N,Son,HSLC,Agriculture,9,5,Rubber Plantation,6,25,No skill,0,0,No,Land,16000,13000,0
30,M,Y,6,Y,None,Class VII,Agriculture,9,12,E-Rickshaw,6,12,Fishery,4,5,No,Land,30000,10000,1
27,M,Y,4,N,None,BA,Agriculture,8,10,Dairy Farm,7,7,Fishery,9,1.5,No,Land,13000,22000,0
54,M,Y,4,Y,None,HS,Agriculture,9,18,Beetlenut Plantation,9,16,Chicken Farming,4,25,No,Land,12000,8000,1
32,M,Y,4,N,Husband,HS,Pig Farming,6,7,Bamboo plantation,8,12,Beetlenut Plantation,7,7,No,Land,16000,18000,0
40,M,Y,3,Y,None,MSc,Agriculture,9,12,Beetlenut Plantation,7,25,Bamboo plantation,4,1.5,No,Land,15000,8000,1
38,F,Y,4,Y,None,Class IX,Agriculture,9,25,No skill,0,0,Agriculture,9,3,No,Land,30000,6000,1
48,M,Y,4,N,None,MSc,Agriculture,9,12,Beetlenut Plantation,9,5,No skill,0,0,No,Land,10000,7000,0
40,F,Y,5,Y,Husband,HSLC,Agriculture,9,12,Business,9,9,Fishery,6,12,Yes,Land,15000,10000,1
31,F,N,4,N,None,HS,Agriculture,8,3,Chicken farming,8,20,No skill,0,0,Yes,Land,20000,13000,0
30,M,N,3,Y,None,BA,Agriculture,9,18,Vegetable Vendor,9,8,No skill,0,0,No,Land,16000,9000,1
50,M,Y,3,Y,None,Class IX,Beetlenut Plantation,9,14,Pig Farming,7,9,No skill,0,0,No,"Land,pond",16000,8000,1
55,F,Y,4,N,None,BA ,Fishery,9,20,Beetlenut Plantation,7,7,Business,9,12,No,Land,15000,12000,0
40,F,Y,6,N,None,BA ,Agriculture,9,15,Fishery,9,15,No skill,0,0,Yes,"Land,machine",18000,20000,1
57,M,Y,4,Y,None,Class VII,Agriculture,9,20,Business,9,3,Agriculture,4,15,No,"Land,pond",30000,6000,1
38,M,Y,3,N,None,HSLC,Agriculture,9,20,Business,9,8,Business,4,10,No,Land,16000,7000,0
32,M,Y,5,Y,None,HSLC,Agriculture,9,15,Medical Plant,8,6,No skill,0,0,No,Land,13000,18000,1
38,M,N,3,Y,Mother ,MCA,Beetlenut Plantation,9,15,Beetlenut Plantation,9,10,No skill,0,0,No,Land,10000,35000,1
31,M,Y,4,N,Son,HS,Agriculture,9,1,Agriculture,8,8,Horticulture,7,6,No,Land,14000,10000,0
27,M,Y,5,Y,None,BA,Agriculture,8,8,Business,8,14,Fishery,9,1.5,No,Land,10000,7000,1
37,M,Y,3,Y,Son,Class VII,Agriculture,6,15,Pig Farming,8,10,Handicraft,4,5,No,Land,11000,18000,0
24,F,Y,4,Y,None,HS,Agriculture,6,20,Bamboo plantation,8,8,No skill,0,0,No,Land,17000,10000,0
48,M,N,6,Y,None,HS,Pig Farming,9,1,Beetlenut Plantation,9,20,No skill,0,0,No,Land,20000,13000,0
36,F,Y,4,N,None,HS,Agriculture,9,15,Bamboo plantation,9,4,Fishery,4,5,No,Land,18000,10000,0
43,M,N,3,Y,Husband,MCA,Agriculture,7,4,Business,7,15,No skill,0,0,No,"Land,machine",18000,6000,0
72,M,Y,4,Y,Father,BA,Agriculture,9,15,Vegetable Vendor,9,6,No skill,0,0,No,Land,45000,8000,1
37,M,Y,4,Y,None,BA ,Agriculture,7,15,Business,8,9,No skill,0,0,No,Land,15000,30000,0
38,F,Y,2,N,None,HSLC,Agriculture,9,14,Business,8,5,No skill,0,0,No,Land,8000,11000,0
50,F,Y,4,N,None,HSLC,Agriculture,9,11,E-Rickshaw,8,7,Pig Farming,7,1.5,No,Land,11000,8000,0
30,F,Y,5,Y,Son,HS,Folding hotel ,9,30,Vegetable Vendor,8,7,Business,4,1.5,No,Land,56000,10000,1
45,M,Y,3,Y,None,HSLC,Agriculture,9,20,Pig Farming,9,3,Beetlenut Plantation,8,14,No,Land,40000,10000,1
35,F,Y,3,Y,Son,HS,Agriculture,9,12,Beetlenut Plantation,9,15,Fishery,4,6,No,Land,18000,10000,1
48,F,Y,2,Y,Husband ,Class VII,Agriculture,9,15,Business,9,8,No skill,0,0,No,"Land,machine",10000,20000,1
40,M,Y,4,Y,Husband,BSc,Beetlenut Plantation,7,15,Fishery,8,12,Bamboo plantation,4,9,Yes,Land,15000,8000,1
39,M,Y,3,Y,None,BA ,Agriculture,8,15,Beetlenut Plantation,9,7,Beetlenut Plantation,9,1.5,No,Land,11000,6000,1
56,F,Y,4,Y,None,Class VII,Agriculture,9,4,Beetlenut Plantation,8,7,No skill,0,0,No,No ownership,40000,10000,0
54,M,Y,4,Y,None,Class VI,Agriculture,9,32,E-Rickshaw,8,8,No skill,0,0,No,Land,18000,10000,1
47,M,Y,3,Y,None,BA,Agriculture,9,5,banana plantation,7,25,No skill,0,0,No,Land,20000,6000,0
57,F,Y,4,Y,None,HSLC,Agriculture,9,15,Bamboo plantation,6,7,No skill,0,0,No,Land,28000,35000,1
38,M,Y,4,Y,None,Class VII,Agriculture,9,18,Beetlenut Plantation,8,6,Agriculture,4,5,No,Land,18000,30000,1
41,M,Y,3,N,None,Class VIII,Agriculture,9,15,Beetlenut Plantation,9,14,Agriculture,9,12,No,Land,19000,7000,1
68,M,Y,7,Y,None,HSLC,Agriculture,9,5,Business,8,8,No skill,0,0,No,Land,40000,18000,0
35,M,Y,2,Y,None,HS,Agriculture,8,8,Beetlenut Plantation,8,5,No skill,0,0,No,No ownership,16000,15000,0
60,M,Y,4,N,None,Class VII,Agriculture,9,18,Fishery,8,6,No skill,0,0,No,No ownership,16000,6000,0
38,M,Y,2,N,None,HSLC,Agriculture,9,8,E-Rickshaw,9,8,Business,8,1.5,Yes,Land,15000,9000,0
39,F,Y,3,Y,None,Class VII,Agriculture,9,32,Beetlenut Plantation,6,8,No skill,0,0,No,Land,13000,10000,1
27,F,Y,6,N,None,HS,Beetlenut Plantation,9,14,Beetlenut Plantation,9,8,Handicraft,6,5,Yes,Land,55000,8000,0
29,M,Y,4,N,None,BA,Agriculture,8,19,Beetlenut Plantation,8,4,No skill,0,0,No,Land,12000,8000,0
29,M,Y,6,N,None,HS,Agriculture,7,13,Business,9,18,Business,9,5,No,Land,19000,10000,0
37,M,Y,3,Y,Father,HS,Agriculture,9,18,Agriculture,9,15,No skill,0,0,No,Land,16000,7000,1
54,M,Y,4,Y,Husband ,HS,Fishery,7,20,Vegetable Vendor,9,12,No skill,0,0,No,Land,20000,12000,1
28,M,Y,4,Y,None,BA,Agriculture,9,20,Business,8,8,Beetlenut Plantation,6,9,No,Land,14000,7000,1
49,M,N,4,N,son,HS,Agriculture,5,5,Handicraft,6,7,No skill,0,0,No,Land,55000,9000,0
24,M,Y,4,N,None,MCA,Beetlenut Plantation,9,18,Fishery,9,2,No skill,0,0,No,Land,18000,7000,0
70,M,Y,3,Y,Husband,MCA,Agriculture,9,30,Folding Hotel ,7,8,Agriculture,9,7,No,Land,12000,8000,1
48,M,Y,4,N,None,Class VII,Agriculture,9,20,Handicraft,9,8,Fishery,4,1.5,No,Land,20000,35000,0
64,M,Y,3,Y,None,HSLC,Agriculture,8,5,Beetlenut Plantation,8,2,Beetlenut Plantation,8,30,No,"Land,pond",18000,9000,0
40,F,Y,9,Y,Son,HSLC,Agriculture,9,15,Handicraft,8,8,Bamboo plantation,7,5,No,Land,16000,11000,1
49,M,Y,3,Y,None,HS,Agriculture,9,12,Beetlenut Plantation,9,4,No skill,0,0,No,Land,15000,8000,1
48,F,Y,4,Y,None,BA,Pig Farming,9,42,Bamboo plantation,7,8,No skill,0,0,Yes,Land,15000,30000,1
